label,ac_year,district,block,udise,school_name
,,MANDI,SUNDER NAGAR-1,2050301001,GPS MALOH
,,MANDI,SUNDER NAGAR-1,2050301002,GSSS MALOH
,,MANDI,SUNDER NAGAR-1,2050301201,GPS BHANWARI
,,MANDI,SUNDER NAGAR-1,2050301202,GPS BOBER
,,MANDI,SUNDER NAGAR-1,2050301301,GPS DHARANDA
,,MANDI,SUNDER NAGAR-1,2050301501,GPS MANGLAH
,,MANDI,SUNDER NAGAR-1,2050301601,GPS RARA
,,MANDI,SUNDER NAGAR-1,2050301801,GPS KATALI
,,MANDI,SUNDER NAGAR-1,2050301901,GPS KANGAR
,,MANDI,SUNDER NAGAR-1,2050302001,GPS DRAMAN
,,MANDI,SUNDER NAGAR-1,2050302101,GPS CHAMBI
,,MANDI,SUNDER NAGAR-1,2050302102,GHS CHAMBI
,,MANDI,SUNDER NAGAR-1,2050302301,GPS SERAD
,,MANDI,SUNDER NAGAR-1,2050302302,GPS NATAN
,,MANDI,SUNDER NAGAR-1,2050302401,GPS NAULAKHA 
,,MANDI,SUNDER NAGAR-1,2050302402,GPS CHOWK
,,MANDI,SUNDER NAGAR-1,2050302403,GPS DHANOTU
,,MANDI,SUNDER NAGAR-1,2050302404,GSSS MAHADEV 
,,MANDI,SUNDER NAGAR-1,2050302408,GMS NAULAKHA
,,MANDI,SUNDER NAGAR-1,2050302901,GPS JARAL
,,MANDI,SUNDER NAGAR-1,2050302902,GMS JARAL
,,MANDI,SUNDER NAGAR-1,2050303001,GPS BHOJPUR
,,MANDI,SUNDER NAGAR-1,2050303002,GPS AMBEDKAR NAGAR
,,MANDI,SUNDER NAGAR-1,2050303003,GMS BHOJPUR
,,MANDI,SUNDER NAGAR-1,2050303201,GPS PURANA BAZAR
,,MANDI,SUNDER NAGAR-1,2050303202,GPS CHANGER
,,MANDI,SUNDER NAGAR-1,2050303203,GMS PURANA BAZAR
,,MANDI,SUNDER NAGAR-1,2050303301,GPS KAPAHI
,,MANDI,SUNDER NAGAR-1,2050303302,GPS DADUAN
,,MANDI,SUNDER NAGAR-1,2050303303,GPS KUFRI
,,MANDI,SUNDER NAGAR-1,2050303304,GSSS KAPAHI
,,MANDI,SUNDER NAGAR-1,2050303401,GPS JAROL
,,MANDI,SUNDER NAGAR-1,2050303402,GPS KANDAR
,,MANDI,SUNDER NAGAR-1,2050303403,GPS FAGLA
,,MANDI,SUNDER NAGAR-1,2050303404,GPS BHAWANA
,,MANDI,SUNDER NAGAR-1,2050303405,GPS TALI
,,MANDI,SUNDER NAGAR-1,2050303406,GSSS JAROL
,,MANDI,SUNDER NAGAR-1,2050303501,GPS MANJH KHETAR
,,MANDI,SUNDER NAGAR-1,2050303502,GHS MANJH KHETAR
,,MANDI,SUNDER NAGAR-1,2050303601,GPS CHALONI
,,MANDI,SUNDER NAGAR-1,2050303602,GMS CHALOUNI
,,MANDI,SUNDER NAGAR-1,2050303701,GPS KALAHOD
,,MANDI,SUNDER NAGAR-1,2050303702,GPS BHOUN
,,MANDI,SUNDER NAGAR-1,2050303703,GHS KALAHOD
,,MANDI,SUNDER NAGAR-1,2050303801,GPS BEENA 
,,MANDI,SUNDER NAGAR-1,2050303802,GHS BEENA 
,,MANDI,SUNDER NAGAR-1,2050303901,GPS NAGARDA
,,MANDI,SUNDER NAGAR-1,2050304201,GPS SUNDER NAGAR (GIRLS)
,,MANDI,SUNDER NAGAR-1,2050304202,GSSS SUNDER NAGAR (GIRLS)
,,MANDI,SUNDER NAGAR-1,2050304301,GPS BAHOT
,,MANDI,SUNDER NAGAR-1,2050304401,GPS BANYAK
,,MANDI,SUNDER NAGAR-1,2050304601,GPS ALSOO
,,MANDI,SUNDER NAGAR-1,2050304603,GHS ALSOO
,,MANDI,SUNDER NAGAR-1,2050304801,GPS DEHAR
,,MANDI,SUNDER NAGAR-1,2050304802,GSSS DEHAR
,,MANDI,SUNDER NAGAR-1,2050304901,GPS BAROTI
,,MANDI,SUNDER NAGAR-1,2050305001,GHS SOHAR
,,MANDI,SUNDER NAGAR-1,2050305201,GPS BHANTERHAR
,,MANDI,SUNDER NAGAR-1,2050305401,GPS KHALAG
,,MANDI,SUNDER NAGAR-1,2050305402,GPS JAMBLA 
,,MANDI,SUNDER NAGAR-1,2050305701,GPS KANGOO
,,MANDI,SUNDER NAGAR-1,2050305702,GMS KANGOO
,,MANDI,SUNDER NAGAR-1,2050306101,GSSS SALWANA
,,MANDI,SUNDER NAGAR-1,2050306201,GPS GUDDI DHAR
,,MANDI,SUNDER NAGAR-1,2050306301,GPS GAMOHU (KANGOO)
,,MANDI,SUNDER NAGAR-1,2050306302,GMS GAMOHU
,,MANDI,SUNDER NAGAR-1,2050306701,GPS DEHVI
,,MANDI,SUNDER NAGAR-1,2050306702,GMS DEHVI
,,MANDI,SUNDER NAGAR-1,2050306901,GPS KHAROTA
,,MANDI,SUNDER NAGAR-1,2050307101,GPS SAROSI
,,MANDI,SUNDER NAGAR-1,2050307201,GPS SNR (B)
,,MANDI,SUNDER NAGAR-1,2050307203,GSSS (B) SNR
,,MANDI,SUNDER NAGAR-1,2050307501,GPS BARI
,,MANDI,SUNDER NAGAR-1,2050307502,GPS SIHRAL
,,MANDI,SUNDER NAGAR-1,2050307503,GHS BARI
,,MANDI,SUNDER NAGAR-1,2050307601,GPS PANGROO
,,MANDI,SUNDER NAGAR-1,2050308001,GPS SOHAR
,,MANDI,SUNDER NAGAR-1,2050308101,GMS BAROTI
,,MANDI,SUNDER NAGAR-1,2050308301,GPS BARAL
,,MANDI,SUNDER NAGAR-1,2050308401,GPS TALELI
,,MANDI,SUNDER NAGAR-1,2050308402,GSSS TALELI
,,MANDI,SUNDER NAGAR-1,2050308501,GPS NALAG
,,MANDI,SUNDER NAGAR-1,2050308502,GPS BEHNA
,,MANDI,SUNDER NAGAR-1,2050308503,GPS DHAR-2
,,MANDI,SUNDER NAGAR-1,2050308601,GPS BAILA
,,MANDI,SUNDER NAGAR-1,2050308602,GMS BAILA
,,MANDI,SUNDER NAGAR-1,2050308701,GPS HARA BAG
,,MANDI,SUNDER NAGAR-1,2050309801,GPS BARTO
,,MANDI,SUNDER NAGAR-1,2050309802,GPS BAIN KI GEHRI
,,MANDI,SUNDER NAGAR-1,2050309803,GHS BARTO
,,MANDI,SUNDER NAGAR-1,2050309901,GPS ROPRI
,,MANDI,SUNDER NAGAR-1,2050310001,GPS CHURDH
,,MANDI,SUNDER NAGAR-1,2050310002,GPS SEHLI
,,MANDI,SUNDER NAGAR-1,2050310003,GPS AARNKOTHI
,,MANDI,SUNDER NAGAR-1,2050310004,GPS PATSAL
,,MANDI,SUNDER NAGAR-1,2050310005,GMS CHURDH
,,MANDI,SUNDER NAGAR-1,2050310006,GHS SEHLI
,,MANDI,SUNDER NAGAR-1,2050310101,GPS DHAR-1
,,MANDI,SUNDER NAGAR-1,2050310102,GPS LUSHANI
,,MANDI,SUNDER NAGAR-1,2050310201,GPS NAGALTH
,,MANDI,SUNDER NAGAR-1,2050310301,GPS SALWANA
,,MANDI,SUNDER NAGAR-1,2050310302,GPS JAYOR
,,MANDI,SUNDER NAGAR-1,2050310501,GPS SLAPPER
,,MANDI,SUNDER NAGAR-1,2050310502,GSSS SLAPPER
,,MANDI,SUNDER NAGAR-1,2050310601,GPS CHAKALI
,,MANDI,SUNDER NAGAR-1,2050310701,GPS DHAWAL
,,MANDI,SUNDER NAGAR-1,2050310702,GPS SANWALI
,,MANDI,SUNDER NAGAR-1,2050310703,GSSS DHAWAL
,,MANDI,SUNDER NAGAR-1,2050310801,GPS KHURAHAL
,,MANDI,SUNDER NAGAR-1,2050310802,GMS KHURAHAL
,,MANDI,SUNDER NAGAR-1,2050310901,GPS ROPA
,,MANDI,SUNDER NAGAR-1,2050311101,GPS BEHLI
,,MANDI,SUNDER NAGAR-1,2050311102,GMS BEHLI
,,MANDI,SUNDER NAGAR-1,2050311401,GPS KATHWARI
,,MANDI,SUNDER NAGAR-1,2050311501,GPS MANDIR MAHADEV
,,MANDI,SUNDER NAGAR-1,2050311502,GPS MAHADEV
,,MANDI,SUNDER NAGAR-1,2050311601,GPS PALAHOTA
,,MANDI,SUNDER NAGAR-1,2050311602,GMS PALHOTA
,,MANDI,SUNDER NAGAR-1,2050311701,GPS SAMKAL
,,MANDI,SUNDER NAGAR-1,2050311801,GPS CHA KA DORA
,,MANDI,SUNDER NAGAR-1,2050311802,GPS GHAUR
,,MANDI,SUNDER NAGAR-1,2050311803,GPS KHANOKHAR
,,MANDI,SUNDER NAGAR-1,2050311804,GSSS CHA KA DORA
,,MANDI,SUNDER NAGAR-1,2050311901,GPS GHANGNOO
,,MANDI,SUNDER NAGAR-1,2050311902,GPS CHAWARI
,,MANDI,SUNDER NAGAR-1,2050311903,GHS GHANGNOO
,,MANDI,SUNDER NAGAR-1,2050312101,GPS GEHRA
,,MANDI,SUNDER NAGAR-1,2050312201,GPS BHARJWANOO
,,MANDI,SUNDER NAGAR-1,2050312401,GHS JHOR
,,MANDI,SUNDER NAGAR-1,2050316301,GMS PATSAL
,,MANDI,SUNDER NAGAR-1,2050317701,GHS KANDAR
,,MANDI,SUNDER NAGAR-1,2050317801,GSSS SAWAL
,,MANDI,SUNDER NAGAR-1,2050317901,GMS SANIHAN
,,MANDI,SUNDER NAGAR-1,2050318701,GMS PHAGLA
,,MANDI,SUNDER NAGAR-1,2050318801,GHS JAKHERU
,,MANDI,SUNDER NAGAR-1,2050319301,GSSS BATWARA
,,MANDI,SUNDER NAGAR-1,2050319401,GMS PANJOLTH
,,MANDI,SUNDER NAGAR-1,2050320601,GPS SARONI
,,MANDI,SUNDER NAGAR-1,2050320701,GMS CHAWARI
,,MANDI,SUNDER NAGAR-1,2050320801,GMS BHANWAR
,,MANDI,SUNDER NAGAR-1,2050320901,GMS GHERA
,,MANDI,SUNDER NAGAR-2,2050400101,GPS KAMAND
,,MANDI,SUNDER NAGAR-2,2050400102,GSSS KAMAND
,,MANDI,SUNDER NAGAR-2,2050400201,GPS KHARTHI
,,MANDI,SUNDER NAGAR-2,2050400302,GPS BEHLI (K)
,,MANDI,SUNDER NAGAR-2,2050400401,GPS BORAT
,,MANDI,SUNDER NAGAR-2,2050400402,GHS BORAT
,,MANDI,SUNDER NAGAR-2,2050400501,GPS KALAUN
,,MANDI,SUNDER NAGAR-2,2050400601,GSSS PHANGWAS
,,MANDI,SUNDER NAGAR-2,2050400602,GPS PHANGWAS
,,MANDI,SUNDER NAGAR-2,2050400603,GPS SARI
,,MANDI,SUNDER NAGAR-2,2050400701,GPS THIKKAR
,,MANDI,SUNDER NAGAR-2,2050400801,GPS NOWALDHAR
,,MANDI,SUNDER NAGAR-2,2050400901,GPS SESHDHAR
,,MANDI,SUNDER NAGAR-2,2050401001,GPS HARABOI
,,MANDI,SUNDER NAGAR-2,2050401002,GHS HARABOI
,,MANDI,SUNDER NAGAR-2,2050401101,GPS MAHALA
,,MANDI,SUNDER NAGAR-2,2050401201,GPS CHALOG
,,MANDI,SUNDER NAGAR-2,2050401302,GPS BATWARA
,,MANDI,SUNDER NAGAR-2,2050401401,GPS PANJAOLTH
,,MANDI,SUNDER NAGAR-2,2050401501,GPS KANDHI
,,MANDI,SUNDER NAGAR-2,2050401601,GPS BANDLI
,,MANDI,SUNDER NAGAR-2,2050401602,GPS FANAULA
,,MANDI,SUNDER NAGAR-2,2050401603,GPS BAG
,,MANDI,SUNDER NAGAR-2,2050401604,GPS GARAHACH
,,MANDI,SUNDER NAGAR-2,2050401701,GPS CHADOG
,,MANDI,SUNDER NAGAR-2,2050401801,GPS FAFNA 
,,MANDI,SUNDER NAGAR-2,2050401802,GPS GHAIN
,,MANDI,SUNDER NAGAR-2,2050401901,GPS CHEURI
,,MANDI,SUNDER NAGAR-2,2050402001,GSSS DOGHARI
,,MANDI,SUNDER NAGAR-2,2050402002,GPS DOGHARI
,,MANDI,SUNDER NAGAR-2,2050402101,GMS NERI
,,MANDI,SUNDER NAGAR-2,2050402102,GPS NERI
,,MANDI,SUNDER NAGAR-2,2050402201,GPS KARLA
,,MANDI,SUNDER NAGAR-2,2050402301,GPS BADHU
,,MANDI,SUNDER NAGAR-2,2050402302,GMS BADHU
,,MANDI,SUNDER NAGAR-2,2050402401,GPS SAMAUL
,,MANDI,SUNDER NAGAR-2,2050402501,GPS BALAG
,,MANDI,SUNDER NAGAR-2,2050402502,GSSS BALAG
,,MANDI,SUNDER NAGAR-2,2050402601,GPS KOON
,,MANDI,SUNDER NAGAR-2,2050402602,GMS KOON
,,MANDI,SUNDER NAGAR-2,2050402701,GPS MEHRUBAG
,,MANDI,SUNDER NAGAR-2,2050402801,GPS CHAUREE NALA
,,MANDI,SUNDER NAGAR-2,2050402901,GPS MAJHASH
,,MANDI,SUNDER NAGAR-2,2050403001,GPS MAJEHALI
,,MANDI,SUNDER NAGAR-2,2050403101,GPS DHARLI
,,MANDI,SUNDER NAGAR-2,2050403201,GPS SAWAL
,,MANDI,SUNDER NAGAR-2,2050403301,GPS SERI KOTHI
,,MANDI,SUNDER NAGAR-2,2050403302,GSSS SERI KOTHI
,,MANDI,SUNDER NAGAR-2,2050403401,GPS DUGHLA
,,MANDI,SUNDER NAGAR-2,2050403501,GPS CHAKAULI
,,MANDI,SUNDER NAGAR-2,2050403601,GPS KHANEOD
,,MANDI,SUNDER NAGAR-2,2050403701,GPS SANIHAN
,,MANDI,SUNDER NAGAR-2,2050403801,GPS AEHAN
,,MANDI,SUNDER NAGAR-2,2050403901,GPS SOLAG
,,MANDI,SUNDER NAGAR-2,2050404001,GPS DOLDHAR
,,MANDI,SUNDER NAGAR-2,2050404002,GMS DOLDHAR
,,MANDI,SUNDER NAGAR-2,2050404201,GPS NALANI
,,MANDI,SUNDER NAGAR-2,2050404202,GPS BAGRA
,,MANDI,SUNDER NAGAR-2,2050404301,GPS PANYAS
,,MANDI,SUNDER NAGAR-2,2050404401,GSSS ROHANDA
,,MANDI,SUNDER NAGAR-2,2050404402,GPS ROHANDA
,,MANDI,SUNDER NAGAR-2,2050404501,GPS THAMARI
,,MANDI,SUNDER NAGAR-2,2050404601,GPS AUKAL
,,MANDI,SUNDER NAGAR-2,2050404701,GPS KHANAD
,,MANDI,SUNDER NAGAR-2,2050404801,GPS CHOWKI
,,MANDI,SUNDER NAGAR-2,2050404802,GMS CHOWKI
,,MANDI,SUNDER NAGAR-2,2050404901,GPS KHARLOH
,,MANDI,SUNDER NAGAR-2,2050405001,GPS GHIRI
,,MANDI,SUNDER NAGAR-2,2050405002,GSSS GHIRI
,,MANDI,SUNDER NAGAR-2,2050405003,GHS PHAGWAO
,,MANDI,SUNDER NAGAR-2,2050405101,GPS JAI DEVI
,,MANDI,SUNDER NAGAR-2,2050405102,GSSS JAI DEVI
,,MANDI,SUNDER NAGAR-2,2050405201,GPS CHANDROO
,,MANDI,SUNDER NAGAR-2,2050405301,GPS KOTLA
,,MANDI,SUNDER NAGAR-2,2050405401,GPS PRECHHI
,,MANDI,SUNDER NAGAR-2,2050405402,GPS SAINJI KOTHI
,,MANDI,SUNDER NAGAR-2,2050405501,GPS GARTOLI
,,MANDI,SUNDER NAGAR-2,2050405502,GMS GARTOLI
,,MANDI,SUNDER NAGAR-2,2050405601,GPS FAGWAO
,,MANDI,SUNDER NAGAR-2,2050405701,GPS BHALANA
,,MANDI,SUNDER NAGAR-2,2050405801,GPS PAURA KOTHI
,,MANDI,SUNDER NAGAR-2,2050405802,GSSS PAURAKOTHI
,,MANDI,SUNDER NAGAR-2,2050405901,GPS SEGAL
,,MANDI,SUNDER NAGAR-2,2050405902,GHS SEGAL
,,MANDI,SUNDER NAGAR-2,2050406001,GPS MASERAN
,,MANDI,SUNDER NAGAR-2,2050406002,GMS MASHERAN
,,MANDI,SUNDER NAGAR-2,2050406101,GPS SHERED
,,MANDI,SUNDER NAGAR-2,2050406201,GPS BEHLI
,,MANDI,SUNDER NAGAR-2,2050406202,GPS SOJHA
,,MANDI,SUNDER NAGAR-2,2050406203,GSSS BEHLI
,,MANDI,SUNDER NAGAR-2,2050406301,GPS BATOL
,,MANDI,SUNDER NAGAR-2,2050406401,GPS BALI
,,MANDI,SUNDER NAGAR-2,2050406501,GHS KINDER
,,MANDI,SUNDER NAGAR-2,2050406502,GPS KINDER
,,MANDI,SUNDER NAGAR-2,2050406601,GPS BHALAN
,,MANDI,SUNDER NAGAR-2,2050406602,GPS SALAH
,,MANDI,SUNDER NAGAR-2,2050406603,GHS BHALAN
,,MANDI,SUNDER NAGAR-2,2050406701,GPS KARANGAL
,,MANDI,SUNDER NAGAR-2,2050406801,GPS ANNU
,,MANDI,SUNDER NAGAR-2,2050406901,GPS JADUIN
,,MANDI,SUNDER NAGAR-2,2050408601,GMS KHARTI
,,MANDI,SUNDER NAGAR-2,2050408801,GMS THIHKAR
,,MANDI,SUNDER NAGAR-2,2050409101,GPS NALU
,,SHIMLA,CHAUHARA,2110102701,GPS KHASHDHAR
,,SHIMLA,CHAUHARA,2110102702,GSSS KHASHDHAR
,,SHIMLA,CHAUHARA,2110102801,GPS GARAI
,,SHIMLA,CHAUHARA,2110102901,GPS JAKHI
,,SHIMLA,CHAUHARA,2110102902,GMS JAKHI
,,SHIMLA,CHAUHARA,2110103001,GPS BHATWARI
,,SHIMLA,CHAUHARA,2110103101,GPS GUMMA
,,SHIMLA,CHAUHARA,2110103102,GSSS GUMMA
,,SHIMLA,CHAUHARA,2110103201,GPS TIKKRI
,,SHIMLA,CHAUHARA,2110103202,GMS TIKKRI
,,SHIMLA,CHAUHARA,2110103301,GPS LAROT
,,SHIMLA,CHAUHARA,2110103302,GMS LAROT
,,SHIMLA,CHAUHARA,2110103401,GPS GARSARI
,,SHIMLA,CHAUHARA,2110103501,GPS DODARWAL
,,SHIMLA,CHAUHARA,2110103601,GPS KHOPTWARI
,,SHIMLA,CHAUHARA,2110103602,GPS KINDARI
,,SHIMLA,CHAUHARA,2110103701,GPS DIUNCHI
,,SHIMLA,CHAUHARA,2110103801,GPS JARKOT
,,SHIMLA,CHAUHARA,2110103802,GHS JARKOT
,,SHIMLA,CHAUHARA,2110103901,GPS DHAMWARI
,,SHIMLA,CHAUHARA,2110103902,GSSS DHAMWARI
,,SHIMLA,CHAUHARA,2110104001,GPS GOKSWARI
,,SHIMLA,CHAUHARA,2110104002,GMS GOKSWARI
,,SHIMLA,CHAUHARA,2110104101,GPS SHILADESH
,,SHIMLA,CHAUHARA,2110104102,GHS SHILADESH
,,SHIMLA,CHAUHARA,2110104201,GPS GAZYANI
,,SHIMLA,CHAUHARA,2110104301,GPS BARSHEEL
,,SHIMLA,CHAUHARA,2110104401,GPS THALATHER
,,SHIMLA,CHAUHARA,2110104501,GPS PEKHA
,,SHIMLA,CHAUHARA,2110104502,GSSS PEKHA
,,SHIMLA,CHAUHARA,2110104701,GPS AMLATOO
,,SHIMLA,CHAUHARA,2110104801,GPS RAMAI
,,SHIMLA,CHAUHARA,2110104901,GPS CHINGCHWARI
,,SHIMLA,CHAUHARA,2110104902,GMS CHINGCHWARI
,,SHIMLA,CHAUHARA,2110105002,GHS JAGLIKH
,,SHIMLA,CHAUHARA,2110105101,GPS BONWARI
,,SHIMLA,CHAUHARA,2110105102,GSSS TANGNOO
,,SHIMLA,CHAUHARA,2110105103,GPS THAITWARI
,,SHIMLA,CHAUHARA,2110105201,GPS MAYLA
,,SHIMLA,CHAUHARA,2110105301,GPS PACHHIYANI
,,SHIMLA,CHAUHARA,2110105401,GPS BOSARI
,,SHIMLA,CHAUHARA,2110105402,GHS BOSARI
,,SHIMLA,CHAUHARA,2110105501,GPS CHAMRADA
,,SHIMLA,CHAUHARA,2110105601,GPS SINDASLI
,,SHIMLA,CHAUHARA,2110105701,GPS HARWANI
,,SHIMLA,CHAUHARA,2110105801,GPS JAGATWANI
,,SHIMLA,CHAUHARA,2110105901,GPS KHABAL
,,SHIMLA,CHAUHARA,2110105902,GHS KHABAL
,,SHIMLA,CHAUHARA,2110106001,GPS JHALTWARI
,,SHIMLA,CHAUHARA,2110106201,GPS DENWARI
,,SHIMLA,CHAUHARA,2110106301,GPS CHARGAON
,,SHIMLA,CHAUHARA,2110106302,GSSS CHIRGAON
,,SHIMLA,CHAUHARA,2110106401,GPS GARH
,,SHIMLA,CHAUHARA,2110106501,GPS SUNDHA
,,SHIMLA,CHAUHARA,2110106601,GPS MANDLI
,,SHIMLA,CHAUHARA,2110106701,GPS CHILALA
,,SHIMLA,CHAUHARA,2110106702,GHS CHILALA
,,SHIMLA,CHAUHARA,2110106801,GPS BETYANI
,,SHIMLA,CHAUHARA,2110106802,GMS BETIYANI
,,SHIMLA,CHAUHARA,2110106901,GPS DUGYANI
,,SHIMLA,CHAUHARA,2110106902,GHS DUGYANI
,,SHIMLA,CHAUHARA,2110107001,GPS CHEROTI
,,SHIMLA,CHAUHARA,2110107101,GPS JAKHNOTI
,,SHIMLA,CHAUHARA,2110107102,GMS JAKHNOTI
,,SHIMLA,CHAUHARA,2110107201,GPS PUJARLI
,,SHIMLA,CHAUHARA,2110107301,GPS KANTHLI
,,SHIMLA,CHAUHARA,2110107401,GPS ANDHRA
,,SHIMLA,CHAUHARA,2110107402,GMS ANDHRA
,,SHIMLA,CHAUHARA,2110107501,GPS MOLLA
,,SHIMLA,CHAUHARA,2110107601,GPS BAKORA
,,SHIMLA,CHAUHARA,2110107701,GPS BAGI
,,SHIMLA,CHAUHARA,2110107801,GPS MANGIYARI
,,SHIMLA,CHAUHARA,2110107802,GMS MANGIYARI
,,SHIMLA,CHAUHARA,2110107901,GPS GAYARI
,,SHIMLA,CHAUHARA,2110108001,GPS GAONSARI-1
,,SHIMLA,CHAUHARA,2110108101,GPS GAONSARI-2
,,SHIMLA,CHAUHARA,2110108102,GSSS GAONSARI
,,SHIMLA,CHAUHARA,2110108301,GPS JABBAL
,,SHIMLA,CHAUHARA,2110108302,GMS JABBAL
,,SHIMLA,CHAUHARA,2110108401,GPS ADWANI
,,SHIMLA,CHAUHARA,2110108501,GPS ATGAON
,,SHIMLA,CHAUHARA,2110108502,GMS ATGAON
,,SHIMLA,CHAUHARA,2110108601,GPS HOUNCHI
,,SHIMLA,CHAUHARA,2110108701,GPS ROHAL
,,SHIMLA,CHAUHARA,2110108702,GHS ROHAL
,,SHIMLA,CHAUHARA,2110108801,GPS CHICHWARI
,,SHIMLA,CHAUHARA,2110108901,GPS HINGORI
,,SHIMLA,CHAUHARA,2110112101,GPS TELGA
,,SHIMLA,CHAUHARA,2110112401,GPS JATWARI
,,SHIMLA,CHAUHARA,2110112701,GPS MANJWARI
,,SHIMLA,CHOPAL,2110200101,GPS THOOTH
,,SHIMLA,CHOPAL,2110200102,GHS THOOTH
,,SHIMLA,CHOPAL,2110200201,GPS TIKRI
,,SHIMLA,CHOPAL,2110200301,GPS KHAGNA
,,SHIMLA,CHOPAL,2110200401,GPS CHHIPTI
,,SHIMLA,CHOPAL,2110200501,GPS CHILLA
,,SHIMLA,CHOPAL,2110200502,GMS CHILLA
,,SHIMLA,CHOPAL,2110200601,GPS DHANEWARI
,,SHIMLA,CHOPAL,2110200701,GPS LAL PANI
,,SHIMLA,CHOPAL,2110200901,GPS KHADDAR
,,SHIMLA,CHOPAL,2110200902,GSSS KHADDAR
,,SHIMLA,CHOPAL,2110201001,GPS ANTRAWALI
,,SHIMLA,CHOPAL,2110201002,GMS ANTRAWALI
,,SHIMLA,CHOPAL,2110201101,GPS DHABAS
,,SHIMLA,CHOPAL,2110201102,GSSS DHABAS
,,SHIMLA,CHOPAL,2110201201,GPS BAGHAR CHOKI
,,SHIMLA,CHOPAL,2110201202,GMS BAGHAR CHOKI
,,SHIMLA,CHOPAL,2110201401,GPS BHOLANU
,,SHIMLA,CHOPAL,2110201501,GPS CHARACH
,,SHIMLA,CHOPAL,2110201601,GPS SARAIN
,,SHIMLA,CHOPAL,2110201602,GSSS SARAIN
,,SHIMLA,CHOPAL,2110201701,GPS SHILLAN
,,SHIMLA,CHOPAL,2110201702,GHS SHILAN
,,SHIMLA,CHOPAL,2110201801,GPS DIMO
,,SHIMLA,CHOPAL,2110201901,GPS GORWA
,,SHIMLA,CHOPAL,2110202001,GPS NOHARA MAOHANA
,,SHIMLA,CHOPAL,2110202002,GHS LINGZAR
,,SHIMLA,CHOPAL,2110202101,GPS JHOKAR
,,SHIMLA,CHOPAL,2110202102,GSSS JHOKAR
,,SHIMLA,CHOPAL,2110202201,GPS TANDAI
,,SHIMLA,CHOPAL,2110202301,GPS LINGZAR
,,SHIMLA,CHOPAL,2110202401,GPS BIZARI
,,SHIMLA,CHOPAL,2110202501,GPS MUNLOG
,,SHIMLA,CHOPAL,2110202601,GPS BAMTA
,,SHIMLA,CHOPAL,2110202602,GSSS BAMTA
,,SHIMLA,CHOPAL,2110202605,GPS BADOLLA
,,SHIMLA,CHOPAL,2110202701,GPS SHANGROLI
,,SHIMLA,CHOPAL,2110202801,GPS RUPARI
,,SHIMLA,CHOPAL,2110202901,GPS MAMVI
,,SHIMLA,CHOPAL,2110203001,GPS PULBAHAL
,,SHIMLA,CHOPAL,2110203002,GSSS PULBAHAL
,,SHIMLA,CHOPAL,2110203101,GPS NAGAN
,,SHIMLA,CHOPAL,2110203102,GMS NAGAN
,,SHIMLA,CHOPAL,2110203201,GPS BAHALDHAR
,,SHIMLA,CHOPAL,2110203301,GPS JORNA
,,SHIMLA,CHOPAL,2110203302,GHS JORNA
,,SHIMLA,CHOPAL,2110203401,GPS BAGHAN
,,SHIMLA,CHOPAL,2110203501,GPS LIHAT
,,SHIMLA,CHOPAL,2110203601,GPS SARI
,,SHIMLA,CHOPAL,2110203602,GSSS SARI
,,SHIMLA,CHOPAL,2110203801,GPS KARATI
,,SHIMLA,CHOPAL,2110203802,GMS KARATI
,,SHIMLA,CHOPAL,2110203901,GPS RIWAR
,,SHIMLA,CHOPAL,2110204001,GPS THUNDAL
,,SHIMLA,CHOPAL,2110204002,GMS THUNDAL
,,SHIMLA,CHOPAL,2110204101,GPS NANHAR
,,SHIMLA,CHOPAL,2110204102,GSSS NANHAR
,,SHIMLA,CHOPAL,2110204201,GPS BADLAWAG
,,SHIMLA,CHOPAL,2110204202,GMS BADLAWAG
,,SHIMLA,CHOPAL,2110204301,GPS JHINA
,,SHIMLA,CHOPAL,2110204302,GHS JHINA
,,SHIMLA,CHOPAL,2110204401,GPS BHOT
,,SHIMLA,CHOPAL,2110204402,GMS BHOT
,,SHIMLA,CHOPAL,2110204501,GPS SHAPRA
,,SHIMLA,CHOPAL,2110204601,GPS FLOWNA
,,SHIMLA,CHOPAL,2110204602,GMS FLOWNA
,,SHIMLA,CHOPAL,2110204701,GPS TUHIL
,,SHIMLA,CHOPAL,2110204801,GPS GHAREEN
,,SHIMLA,CHOPAL,2110204802,GMS GHAREEN
,,SHIMLA,CHOPAL,2110204901,GPS MATAL
,,SHIMLA,CHOPAL,2110204902,GSSS MATAL
,,SHIMLA,CHOPAL,2110205001,GPS TIPRA(DUNGA)
,,SHIMLA,CHOPAL,2110205101,GPS TIYARI
,,SHIMLA,CHOPAL,2110205201,GPS REVALPUL
,,SHIMLA,CHOPAL,2110205301,GPS GICHHNA
,,SHIMLA,CHOPAL,2110205401,GPS ALAISHNA
,,SHIMLA,CHOPAL,2110205501,GPS KIYAR
,,SHIMLA,CHOPAL,2110205601,GPS MARAOG
,,SHIMLA,CHOPAL,2110205603,GSSS MARAOG
,,SHIMLA,CHOPAL,2110205701,GPS JUBBAR
,,SHIMLA,CHOPAL,2110205702,GHS JUBBAR
,,SHIMLA,CHOPAL,2110205801,GPS PUJARLI-1
,,SHIMLA,CHOPAL,2110205802,GMS PUJARLI
,,SHIMLA,CHOPAL,2110205901,GPS KELVI
